update,timeToCoalescence,ID,alive,countCopy,countDelete,countIndel,countPoint,countPointOffset,genomeLength,markovBrainDeterministicGates,markovBrainGates,markovBrain_nextNodesConnections_LIST,markovBrain_nodesConnections_LIST,optimizeValue_0,score_AVE,score_LIST,scoreCompassSensor_AVE,scoreCompassSensor_LIST,scoreCurrentlyOnHotspot_AVE,scoreCurrentlyOnHotspot_LIST,scoreDistFromGoal_AVE,scoreDistFromGoal_LIST,scoreGoal_AVE,scoreGoal_LIST,scoreHotspotPrediction_AVE,scoreHotspotPrediction_LIST,scoreHotspotSensor_AVE,scoreHotspotSensor_LIST,scoreMovesLeft_AVE,scoreMovesLeft_LIST,scoreMovesLeftGoal_AVE,scoreMovesLeftGoal_LIST,scoreWallSensor_AVE,scoreWallSensor_LIST,timeOfBirth
39800,0,3980077,1,11833,12062,0,3601136,0,15456,14,14,"1,2,0,0,0,1,0,1,1,0,0,1,1,1,1,2,1,1,1,1,1,0,1,3,1,1,3,4,1,2,1,2,1,0,1,1,1","2,1,1,1,2,3,1,1,2,1,2,1,1,0,3,0,0,0,1,2,0,1,0,0,1,1,1,0,3,1,1,1,1,0,2,0,0",7.098862,7.098862,"7.098862",1.000000,"1.000000",0.715506,"0.715506",-0.067500,"-0.067500",0.850000,"0.850000",0.751943,"0.751943",1.000000,"1.000000",0.179881,"0.179881",0.211625,"0.211625",1.000000,"1.000000",39799
39900,0,3990075,1,11863,12089,0,3609002,0,15826,20,20,"3,2,0,0,0,2,1,1,1,2,2,1,1,2,1,1,1,1,2,3,1,1,2,3,2,1,1,5,2,0,0,5,2,2,2,2,4","1,1,2,2,2,2,1,2,3,1,5,4,0,0,0,0,0,0,1,4,0,1,0,0,2,3,1,1,2,4,0,3,2,0,1,0,0",7.531500,7.531500,"7.531500",1.000000,"1.000000",0.678453,"0.678453",-0.031250,"-0.031250",0.950000,"0.950000",0.753108,"0.753108",1.000000,"1.000000",0.257868,"0.257868",0.271440,"0.271440",1.000000,"1.000000",39899
40000,0,4000034,1,11903,12122,0,3618072,0,19467,19,19,"1,1,0,0,0,3,1,0,1,1,0,1,1,2,1,1,1,1,5,1,1,0,2,1,1,1,1,3,1,0,0,2,1,3,3,3,3","1,1,1,1,1,2,1,3,2,1,4,3,0,0,0,2,0,1,0,8,1,1,0,1,1,5,2,0,3,4,0,2,1,0,2,0,0",7.795364,7.795364,"7.795364",1.000000,"1.000000",0.729805,"0.729805",0.000000,"0.000000",1.000000,"1.000000",0.751780,"0.751780",1.000000,"1.000000",0.281000,"0.281000",0.281000,"0.281000",1.000000,"1.000000",39999
40100,0,4010067,1,11936,12156,0,3627961,0,19900,24,24,"3,1,1,1,0,6,2,4,3,1,0,1,1,1,4,1,3,3,2,1,1,0,1,1,1,1,1,8,1,0,1,5,1,0,1,5,4","1,2,1,4,1,4,2,1,3,1,2,1,0,1,0,0,3,3,0,2,0,4,0,1,1,0,1,0,8,5,0,3,0,0,3,1,0",7.408568,7.408568,"7.408568",1.000000,"1.000000",0.729888,"0.729888",-0.027500,"-0.027500",0.900000,"0.900000",0.752177,"0.752177",1.000000,"1.000000",0.238522,"0.238522",0.265024,"0.265024",1.000000,"1.000000",40099
40200,0,4020086,1,11960,12191,0,3637408,0,17097,19,19,"1,1,1,1,0,4,0,0,3,2,0,1,1,2,2,1,1,2,1,2,2,0,1,1,1,2,1,2,1,0,0,3,1,0,1,3,1","1,1,2,2,1,2,2,2,1,1,3,3,1,0,1,0,0,1,0,3,0,1,4,0,3,1,1,2,2,0,1,2,0,0,1,0,0",6.706563,6.706563,"6.706563",1.000000,"1.000000",0.749587,"0.749587",-0.095000,"-0.095000",0.700000,"0.700000",0.752331,"0.752331",1.000000,"1.000000",0.186506,"0.186506",0.266438,"0.266438",1.000000,"1.000000",40199
40300,0,4030065,1,11996,12228,0,3646867,0,19042,19,19,"0,1,1,1,0,4,0,0,3,0,0,1,2,3,1,3,1,3,1,2,2,0,1,1,1,1,1,5,1,0,0,4,1,0,4,1,0","1,1,2,1,2,5,1,2,2,2,2,0,0,2,1,4,2,1,0,4,0,0,0,0,2,2,1,1,5,0,0,0,0,0,1,0,0",7.608745,7.608745,"7.608745",1.000000,"1.000000",0.707872,"0.707872",-0.001250,"-0.001250",0.950000,"0.950000",0.752269,"0.752269",1.000000,"1.000000",0.267599,"0.267599",0.281683,"0.281683",1.000000,"1.000000",40299
40400,0,4040037,1,12025,12260,0,3655786,0,17969,16,16,"0,1,5,1,0,2,1,0,2,1,0,1,1,1,1,2,1,4,1,1,1,0,2,1,1,1,1,3,2,0,0,0,1,0,1,1,2","1,1,1,1,3,3,2,1,1,1,2,0,0,2,0,3,0,1,1,3,0,0,0,0,1,1,2,0,4,1,0,0,0,0,1,0,0",7.691522,7.691522,"7.691522",1.000000,"1.000000",0.697531,"0.697531",0.000000,"0.000000",1.000000,"1.000000",0.752126,"0.752126",1.000000,"1.000000",0.244869,"0.244869",0.244869,"0.244869",1.000000,"1.000000",40399
40500,0,4050046,1,12051,12286,0,3664060,0,17471,16,16,"0,0,3,0,0,2,3,0,2,0,0,1,1,3,1,2,1,1,1,1,1,2,2,1,1,1,1,3,1,0,0,0,1,0,1,1,2","1,1,1,1,3,2,1,1,1,2,2,1,0,0,0,1,0,1,2,1,1,3,0,0,1,0,4,0,5,2,2,1,0,0,1,0,0",7.458559,7.458559,"7.458559",1.000000,"1.000000",0.727407,"0.727407",-0.040000,"-0.040000",0.950000,"0.950000",0.752054,"0.752054",1.000000,"1.000000",0.202323,"0.202323",0.212972,"0.212972",1.000000,"1.000000",40499
40600,0,4060041,1,12076,12311,0,3673310,0,17597,17,17,"0,0,2,1,2,2,5,0,1,0,0,1,1,2,1,4,1,1,2,1,1,0,1,1,1,2,1,1,1,0,0,0,1,1,0,2,0","1,1,2,1,3,4,1,2,1,1,3,1,0,0,2,1,0,3,1,2,0,2,0,1,2,0,3,0,3,1,1,1,0,0,1,0,1",7.165250,7.165250,"7.165250",1.000000,"1.000000",0.702454,"0.702454",-0.096250,"-0.096250",0.850000,"0.850000",0.751832,"0.751832",1.000000,"1.000000",0.234079,"0.234079",0.275387,"0.275387",1.000000,"1.000000",40599
40700,0,4070091,1,12111,12342,0,3681862,0,19083,17,17,"0,2,0,1,1,1,2,1,1,0,1,1,1,2,2,1,1,1,1,1,1,0,2,2,2,2,1,1,1,0,0,0,1,0,0,3,0","1,1,2,2,1,2,1,1,1,1,4,0,0,0,3,2,0,1,2,1,1,1,3,1,2,0,1,0,1,2,1,0,0,0,2,1,1",7.763502,7.763502,"7.763502",1.000000,"1.000000",0.708750,"0.708750",0.000000,"0.000000",1.000000,"1.000000",0.751645,"0.751645",1.000000,"1.000000",0.275731,"0.275731",0.275731,"0.275731",1.000000,"1.000000",40699
40800,0,4080079,1,12141,12381,0,3690865,0,15283,15,15,"0,2,0,1,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,0,0,1,1,0,3,0","1,1,1,1,1,2,1,1,1,1,4,0,1,0,0,1,0,1,3,2,1,0,2,1,1,2,1,0,0,2,2,1,0,1,0,0,2",6.962635,6.962635,"6.962635",1.000000,"1.000000",0.698323,"0.698323",-0.080000,"-0.080000",0.800000,"0.800000",0.752601,"0.752601",1.000000,"1.000000",0.194815,"0.194815",0.243519,"0.243519",1.000000,"1.000000",40799
40900,0,4090028,1,12176,12417,0,3699652,0,15050,18,18,"0,0,0,2,0,0,1,2,1,1,2,1,2,1,1,3,1,2,1,1,1,0,2,1,1,2,1,2,1,0,1,1,2,2,1,2,0","1,2,1,1,3,2,2,1,1,1,2,1,1,0,0,2,0,1,8,0,0,1,2,1,1,3,2,1,1,0,2,2,1,0,0,1,2",6.871399,6.871399,"6.871399",1.000000,"1.000000",0.731582,"0.731582",-0.061250,"-0.061250",0.750000,"0.750000",0.751907,"0.751907",1.000000,"1.000000",0.192614,"0.192614",0.256819,"0.256819",1.000000,"1.000000",40899
41000,0,4100048,1,12204,12442,0,3707739,0,15281,19,19,"2,0,1,0,0,0,2,3,1,0,2,1,1,1,2,3,1,1,1,1,1,0,3,2,1,2,1,3,1,0,2,2,1,2,1,1,1","2,2,3,2,2,2,2,1,1,1,3,0,1,1,0,1,0,3,7,0,0,1,1,1,0,3,2,1,0,0,2,3,1,2,0,2,1",6.573216,6.573216,"6.573216",1.000000,"1.000000",0.753726,"0.753726",-0.140000,"-0.140000",0.700000,"0.700000",0.752532,"0.752532",1.000000,"1.000000",0.140093,"0.140093",0.200133,"0.200133",1.000000,"1.000000",40999
41100,0,4110044,1,12229,12467,0,3715948,0,16412,15,15,"0,2,3,0,2,1,1,0,0,1,0,1,1,1,1,2,1,1,1,2,2,0,2,1,1,1,1,1,1,1,1,2,0,2,1,2,2","1,2,2,1,1,2,1,1,1,2,2,0,0,1,1,1,0,1,4,0,0,2,0,1,0,2,3,1,1,1,1,2,0,1,0,1,2",6.960897,6.960897,"6.960897",1.000000,"1.000000",0.682767,"0.682767",-0.113750,"-0.113750",0.800000,"0.800000",0.752875,"0.752875",1.000000,"1.000000",0.218352,"0.218352",0.272940,"0.272940",1.000000,"1.000000",41099
